epoch,train_loss,val_loss,train_mae,train_rmse,val_mae,val_rmse,val_monitor_score,lr,train_euc_mean,val_euc_mean,train_rmse_3d,val_rmse_3d,train_dim0_mae,train_dim0_rmse,train_dim0_bias,train_dim1_mae,train_dim1_rmse,train_dim1_bias,train_dim2_mae,train_dim2_rmse,train_dim2_bias,val_dim0_mae,val_dim0_rmse,val_dim0_bias,val_dim1_mae,val_dim1_rmse,val_dim1_bias,val_dim2_mae,val_dim2_rmse,val_dim2_bias
12,0.37413893525417036,0.4313116744160652,105.55776977539062,136.50676064988502,114.61974334716797,150.42654846926123,243.10250854492188,0.0008,213.13070678710938,232.6372833251953,236.43667602539062,260.5464172363281,139.0703887939453,181.88992309570312,-6.241029262542725,85.7940444946289,103.2633285522461,2.7140495777130127,91.80899047851562,110.24992370605469,1.5101232528686523,154.43936157226562,202.40005493164062,17.64374542236328,87.150146484375,108.2313232421875,0.3730712831020355,102.26970672607422,123.30706787109375,-37.045021057128906
13,0.3571734680579259,0.4902927055954933,102.9111328125,131.49257345949238,129.77159118652344,179.57486143493193,297.8775634765625,0.0008,206.0521697998047,272.3614196777344,227.75177001953125,311.03277587890625,133.6183624267578,172.44696044921875,2.37353515625,82.35808563232422,100.49071502685547,-0.5454123020172119,92.75711059570312,109.70201873779297,-1.3776922225952148,202.21226501464844,267.18206787109375,-156.75704956054688,87.01750183105469,105.68528747558594,9.737195014953613,100.0849609375,119.10388946533203,-9.19689655303955
14,0.3545680046081543,0.4340905398130417,103.4759521484375,134.07440943604786,114.2628402709961,149.40914881626225,242.30279846191405,0.0008,208.97763061523438,231.78363037109375,232.2237091064453,258.78424072265625,140.32342529296875,180.57456970214844,-17.04710578918457,81.47041320800781,98.87018585205078,2.3129491806030273,88.63407897949219,107.44934844970703,0.6216424703598022,155.42929077148438,203.84609985351562,-26.06973648071289,86.9170913696289,106.67707061767578,12.523001670837402,100.44213104248047,118.4738540649414,14.413311004638672
15,0.3486720025539398,0.4415835589170456,102.6872787475586,132.99604229308855,116.30630493164062,149.64797233841827,240.3083343505859,0.0008,205.75076293945312,234.85098266601562,230.35592651367188,259.1979064941406,137.34642028808594,178.3836669921875,4.615106105804443,81.70974731445312,99.36958312988281,0.14084243774414062,89.00570678710938,106.62460327148438,-4.786886215209961,149.39439392089844,196.232666015625,-27.848281860351562,99.22991943359375,119.1393051147461,-25.2390193939209,100.29463958740234,120.34168243408203,13.503273963928223
16,0.34590712648171645,0.43715257197618484,101.80716705322266,130.86656043705358,113.072021484375,144.72948230016922,233.11740570068358,0.0008,203.8065643310547,226.8128662109375,226.6675567626953,250.67881774902344,133.55108642578125,172.77059936523438,-5.6914238929748535,82.5590591430664,99.49298858642578,0.10646423697471619,89.31134796142578,107.84085845947266,-3.6860857009887695,150.25,192.14077758789062,22.8265323638916,90.15941619873047,110.6907730102539,18.679845809936523,98.8066177368164,116.91596221923828,1.35068678855896
17,0.33813124895095825,0.45987745374441147,97.96598052978516,126.54707081877676,118.46029663085938,152.66097421042156,243.98996429443358,0.0008,197.43699645996094,237.35867309570312,219.18594360351562,264.41656494140625,124.39143371582031,162.7678985595703,-6.325953960418701,80.74807739257812,99.21012115478516,5.359305381774902,88.7584457397461,108.1963119506836,5.466644287109375,151.14785766601562,196.32789611816406,-13.341379165649414,91.95926666259766,111.14728546142578,-20.964706420898438,112.27375030517578,137.9048614501953,-68.70166015625
18,0.32143895442669207,0.47659286856651306,95.9880142211914,124.5768658612525,120.72283935546875,157.6110719461041,255.9608917236328,0.0008,192.80426025390625,244.3020477294922,215.77345275878906,272.9903869628906,122.43701171875,161.7354736328125,-16.396364212036133,77.93631744384766,95.62516021728516,2.257913589477539,87.59078216552734,106.09263610839844,2.239208459854126,167.6053466796875,216.22540283203125,64.89173126220703,93.47779083251953,111.69791412353516,-3.5287859439849854,101.08538055419922,123.66858673095703,-27.768516540527344
19,0.32961062972362226,0.43797171860933304,98.14061737060547,128.2738388541288,116.9834976196289,151.60812457615853,240.93463134765622,0.0008,199.11160278320312,234.46714782714844,222.1768035888672,262.5929870605469,129.81259155273438,170.36929321289062,-0.4328320324420929,79.33429718017578,97.21064758300781,-0.6659893989562988,85.27503967285156,104.34043884277344,-1.9144827127456665,143.78009033203125,190.39846801757812,-8.390949249267578,96.61874389648438,117.66358947753906,-32.089508056640625,110.55164337158203,137.3272705078125,-59.575233459472656
20,0.30419529057466066,0.4393395483493805,93.7252197265625,121.48117057670913,112.5860824584961,145.48066881891904,234.7177520751953,0.0008,188.62547302246094,226.47120666503906,210.41159057617188,251.97991943359375,120.48884582519531,157.70372009277344,0.5141357183456421,76.21826171875,93.88724517822266,-2.3179070949554443,84.46863555908203,102.89682006835938,-2.230778694152832,152.4693603515625,194.43936157226562,44.536170959472656,88.1371841430664,110.0685043334961,33.17298126220703,97.15165710449219,116.49950408935547,1.8240935802459717
21,0.2920154115328422,0.4559255316853523,90.63570404052734,116.75779969262224,122.67919921875,164.9849898475616,268.53378753662105,0.0004,181.78778076171875,251.53961181640625,202.23046875,285.7623596191406,115.14966583251953,149.69140625,12.23196792602539,74.1453857421875,91.22113800048828,3.093482255935669,82.61210632324219,100.83821868896484,3.727146625518799,172.39950561523438,228.3337860107422,-108.59117126464844,89.03746795654297,108.97232055664062,20.510560989379883,106.60057830810547,132.84896850585938,-33.617645263671875
22,0.2762975853223067,0.46335966885089874,88.53976440429688,113.77939180712823,115.6121826171875,150.26408393849476,241.04653015136716,0.0004,176.72296142578125,232.85433959960938,197.0717010498047,260.2650146484375,115.34365844726562,146.92733764648438,-8.548081398010254,70.84986114501953,87.61904907226562,-2.603302001953125,79.4256820678711,97.83922576904297,-8.003746032714844,148.623291015625,196.20339965820312,-28.955068588256836,96.36343383789062,120.18297576904297,31.954092025756836,101.84980773925781,121.64766693115234,9.831557273864746
23,0.2579375390823071,0.46351709216833115,83.89640045166016,108.9909014622895,116.60518646240234,155.08689600511065,249.8988494873047,0.0004,168.9210205078125,237.5918731689453,188.77777099609375,268.618408203125,105.50837707519531,137.30958557128906,-2.07924747467041,69.19249725341797,87.5266342163086,-0.2905041575431824,76.9883041381836,95.51026916503906,-3.310220956802368,155.31228637695312,206.21987915039062,-47.456687927246094,90.89495086669922,113.8969497680664,35.83564758300781,103.60824584960938,129.0608673095703,-28.527992248535156
24,0.23689928077734435,0.4733883887529373,80.0711669921875,103.51078880212198,120.8027114868164,162.24133860741227,263.88816223144534,0.0004,160.88624572753906,246.76303100585938,179.2859649658203,281.01025390625,101.2313461303711,130.16200256347656,1.2506860494613647,63.69013214111328,80.64176940917969,-1.536731243133545,75.29203796386719,93.26419830322266,1.9816893339157104,168.50462341308594,223.93661499023438,-74.6703872680664,92.78767395019531,115.73729705810547,23.869953155517578,101.11582946777344,124.19351959228516,-15.824166297912598
25,0.2298057537812453,0.49667441844940186,77.5094985961914,101.15612449791412,118.1447525024414,154.73942310381022,247.99434661865232,0.0004,156.79261779785156,237.92327880859375,175.20750427246094,268.01654052734375,96.1047592163086,125.73737335205078,1.4316314458847046,63.71866226196289,82.02791595458984,0.5745591521263123,72.70503997802734,90.32833099365234,-1.3235254287719727,152.03842163085938,201.27589416503906,-11.770445823669434,96.153564453125,119.72196197509766,-6.948726177215576,106.24230194091797,130.33619689941406,-3.318247079849243
26,0.21649170380372268,0.4830357953906059,75.99555206298828,98.29616838285203,117.6225814819336,154.3856967447924,249.13085479736327,0.0002,152.97543334960938,237.52377319335938,170.25396728515625,267.40386962890625,94.36531066894531,121.97048950195312,-7.172983169555664,65.55574035644531,82.77001190185547,7.256949424743652,68.06566619873047,85.19822692871094,-0.8577757477760315,158.2061004638672,206.4938201904297,56.15617370605469,88.1847152709961,111.32624053955078,21.32866668701172,106.47697448730469,128.34173583984375,-6.655991077423096
27,0.21064089926389548,0.4972235858440399,75.84300231933594,98.15476757874525,117.92493438720703,155.99053456860773,250.22105865478514,0.0002,152.82945251464844,239.07518005371094,170.00904846191406,270.18353271484375,99.7209243774414,126.57292175292969,3.341594934463501,62.42042922973633,78.79082489013672,-6.8566107749938965,65.38768768310547,81.69686126708984,1.4522886276245117,151.09506225585938,203.64195251464844,-28.518592834472656,96.9128646850586,121.8899917602539,44.38624572753906,105.76690673828125,129.11981201171875,-10.40194320678711
28,0.19180969664683709,0.5245198830962181,70.2118148803711,91.47155786602467,123.84085845947266,165.26836603687954,267.13517913818356,0.0002,141.9942169189453,252.21937561035156,158.43336486816406,286.25323486328125,86.162109375,111.45895385742188,3.5234549045562744,60.85493469238281,77.78229522705078,-0.9367443919181824,63.6184196472168,81.41221618652344,-7.570491790771484,166.14710998535156,222.52638244628906,-74.49817657470703,94.46588134765625,118.14154815673828,29.2523193359375,110.90962219238281,135.8878173828125,19.975126266479492
29,0.18177812833052415,0.5025419965386391,68.42630767822266,88.54879536253584,118.35616302490234,158.12388216008043,254.59546813964843,0.0002,137.9307861328125,241.08277893066406,153.3710174560547,273.8785705566406,86.92298889160156,109.86216735839844,-3.3651294708251953,57.20392608642578,74.11536407470703,1.9599761962890625,61.151981353759766,77.20030212402344,-1.4235247373580933,155.18792724609375,209.6015625,-12.264154434204102,93.39509582519531,118.40996551513672,-7.7959442138671875,106.48548126220703,130.59764099121094,22.586143493652344
30,0.16568028353727782,0.5331986322999,65.55408477783203,84.51169482681081,120.43897247314453,159.3626710917585,255.22727203369138,0.0002,132.191650390625,243.41566467285156,146.37857055664062,276.02423095703125,82.58096313476562,104.54846954345703,-1.7362011671066284,56.24663543701172,71.93404388427734,-1.0071399211883545,57.83466720581055,72.95063018798828,-1.6943515539169312,152.73831176757812,206.70103454589844,4.9735307693481445,96.86773681640625,120.98663330078125,22.125328063964844,111.71089935302734,137.208984375,2.3382649421691895
31,0.15694541082932398,0.5336316749453545,64.61368560791016,83.95312645402939,121.49076080322266,162.66395574926855,261.18013763427734,0.0001,131.0849609375,247.48672485351562,145.4110870361328,281.7422180175781,84.46281433105469,107.38829040527344,-1.850846529006958,54.80390930175781,69.52947998046875,-2.111617088317871,54.57438659667969,69.12156677246094,0.6921582221984863,156.4537353515625,213.2019500732422,5.988558292388916,96.72122955322266,121.26343536376953,23.406068801879883,111.29732513427734,138.6318359375,-13.730395317077637
32,0.14652188122272491,0.5256895869970322,60.92730712890625,79.99095102631141,121.8035659790039,162.50456724350857,260.8071044921875,0.0001,123.86550903320312,248.12197875976562,138.54835510253906,281.4662170410156,77.39368438720703,100.65203857421875,3.9066154956817627,53.47454071044922,67.251953125,7.945271015167236,51.913761138916016,67.39429473876953,-5.200955867767334,157.01132202148438,212.60250854492188,-40.119407653808594,95.3416976928711,119.67388153076172,-9.879276275634766,113.05765533447266,140.3622283935547,2.685305118560791
33,0.14524485514714167,0.5268232822418213,61.95887756347656,80.80595306523678,123.6253433227539,163.8158443477767,263.2514678955078,0.0001,125.89431762695312,249.10643005371094,139.95999145507812,283.7373352050781,83.2200698852539,104.7156753540039,4.854875087738037,49.8353271484375,63.72757339477539,-4.380120277404785,52.821319580078125,67.54421997070312,-1.109761357307434,161.0141143798828,215.45111083984375,-60.03511047363281,98.8593978881836,122.76815032958984,25.017040252685547,111.0025405883789,137.8973846435547,-19.029050827026367
34,0.13138530689936417,0.5359219089150429,58.16318130493164,76.24714390142755,120.93412017822266,161.81287417878715,259.6326644897461,0.0001,118.83972930908203,245.85301208496094,132.0639190673828,280.2680969238281,77.05622100830078,97.23250579833984,-12.657806396484375,48.32282638549805,62.486083984375,1.7272355556488037,49.11050796508789,63.892154693603516,1.6863914728164673,155.61070251464844,211.4833221435547,-1.4219162464141846,96.20116424560547,120.91911315917969,8.045989036560059,110.99050903320312,138.5769805908203,-9.796156883239746
