Num_Samples,Euclidean_Mean,Euclidean_Median,Euclidean_Std,Euclidean_P90,Euclidean_P95,Euclidean_P99,Euclidean_Max,X_MAE,X_RMSE,X_Bias,X_STD,Y_MAE,Y_RMSE,Y_Bias,Y_STD,Z_MAE,Z_RMSE,Z_Bias,Z_STD
200,212.76495396868233,182.80841217931518,114.32475502202801,365.6686627985024,422.42209411788957,538.1890404318333,600.3909741961223,144.9188890602,196.5000526848329,-3.802630131999998,196.46325536654766,75.8465896441,94.46567627784128,-16.311713443300004,93.04671944337194,86.55566383345,103.62282470728148,-16.90102125225,102.23524480797697
